prodid,brand,name,size,current_price,full_price,raw_description
8962137,Food For Health,Gluten Free Granola Maple Almond & Vanilla,400g,8.0,0.0,FOOD FOR HEALTH GLUTEN FREE GRANOLA MAPLE ALMOND & VANILLA 400G
8966229,Nestle,Bakers' Choice Baking Cocoa,190g,8.0,0.0,NESTLE BAKERS' CHOICE BAKING COCOA 190G
8968949,Vital Strength,#1 Source Whey Powder Vanilla Ice Cream,750g,52.5,0.0,VITAL STRENGTH #1 SOURCE WHEY POWDER VANILLA ICE CREAM 750G
8969384,Aunt Betty's,Rice Pudding Creme Brulee 2 Pack,240g,4.0,0.0,AUNT BETTY'S RICE PUDDING CREME BRULEE 2PK 240GRAM
8969588,Vital Strength,High Protein Powder Chocolate Blast,750g,52.5,0.0,VITAL STRENGTH HIGH PROTEIN POWDER CHOCOLATE BLAST 750G
8969602,Oxyshred,Ultra Energy Drink Lychee Burst,355mL,4.0,4.9,OXYSHRED ULTRA ENERGY DRINK LYCHEE BURST 355ML
8970623,Barkers,Dessert Sauce Tiramisu,355g,5.5,0.0,BARKERS DESSERT SAUCE TIRAMISU 355G
8972607,King Oscar,Sardines IN Water 4 Pack,420GRAM,7.0,0.0,KING OSCAR SARDINES IN WATER 4 PACK
8975423,John West,Tuna Olive Oil Value Pack,12 pack,18.0,0.0,JOHN WEST TUNA OLIVE OIL VALUE PACK
8975570,John West,Tuna Springwater Value Pack,12 Pack,18.0,0.0,JOHN WEST TUNA SPRINGWATER VALUE PACK
8976481,John West,Tuna Tempters Chilli Value Pack,12 Pack,18.0,0.0,JOHN WEST TUNA CHILLI VALUE PACK
8979537,Nando's,Peri Dressing Herby Capsicum,260g,5.0,0.0,NANDO'S PERI-DRESSING HERBY CAPSICUM 260G
8979548,Nando's,Peri Dressing Zesty Vinaigrette,260g,5.0,0.0,NANDO'S PERI-DRESSING ZESTY VINAIGRETTE 260G
8979581,Nando's,Peri Dressing Chilli Pineapple,260g,5.0,0.0,NANDO'S PERI-DRESSINGS CHILLI PINEAPPLE 260G
8981630,Sugo Tu,Pizza Sauce,150g,2.5,0.0,SUGO TU PIZZA SAUCE 150G
8982826,Coles,Cinnamon Ground,41g,2.45,0.0,COLES CINNAMON GROUND 41G
8982837,Coles,Cumin Seeds Ground,42g,2.65,0.0,COLES CUMIN SEEDS GROUND 42G
8982859,Coles,All Spice,50g,4.0,0.0,COLES ALL SPICE 50G
8982881,Coles,Oregano Leaves,10g,2.0,0.0,COLES OREGANO LEAVES 10 GRAM
8982961,Coles,Ground Paprika,39g,2.15,0.0,COLES PAPRIKA GROUND 39 GRAM
8983046,Coles,Thyme Leaves,18g,2.0,0.0,COLES THYME LEAVES 18 GRAM
8983341,Coles,Turmeric Ground,47g,2.7,0.0,COLES TURMERIC GROUND 47G
8983523,Coles,Cinnamon Sugar,73g,2.15,0.0,COLES CINNAMON SUGAR 73G
8983556,Coles,Cayenne Pepper Ground Extra Hot,41g,3.6,0.0,COLES CAYENNE PEPPER GROUND EXTRA HOT 41G
8983590,Coles,Garlic Salt,89g,2.25,0.0,COLES GARLIC SALT 89G
8983625,Coles,Chilli Flakes Hot,37g,3.2,0.0,COLES CHILLI FLAKES HOT 37G
8983636,Coles,Chillies Ground Hot,43g,2.3,0.0,COLES CHILLIES GROUND HOT 43G
8984210,Coles,Smoked Paprika,39g,3.0,0.0,COLES SMOKED PAPRIKA 39 GRAM
8984220,Coles,Rosemary Leaves,28g,2.8,0.0,COLES ROSEMARY LEAVES 28G
8984231,Coles,Ginger Ground,36g,2.2,0.0,COLES GINGER GROUND 36G
8984253,Coles,Basil Leaves,14g,2.0,0.0,COLES BASIL LEAVES 14 GRAM
8985063,Coles,Parsley Flakes,8g,2.8,0.0,COLES PARSLEY FLAKES 8G
8985074,Coles,Garlic Powder,60g,2.4,0.0,COLES GARLIC POWDER 60 GRAM
8985540,Coles,Italian Herbs,13g,2.2,0.0,COLES ITALIAN HERBS  13G
8985788,Undivided,Good Fat Mayo Jar,280g,15.0,0.0,UNDIVIDED GOOD FAT MAYO JAR 280G
8985880,Hellmann's,Squeeze Truffle Mayonnaise,251g,6.0,0.0,HELLMANN'S SQUEEZE TRUFFLE MAYONNAISE 251G
8985981,Praise,Squeeze Whole Egg Mayonnaise,230g,4.5,0.0,PRAISE SQUEEZE WHOLE EGG MAYONNAISE 230G
8986124,Praise,Squeeze Vegan Mayonnaise,245g,4.5,0.0,PRAISE SQUEEZE VEGAN MAYONNAISE 245G.
8986146,Gevity Rx,Bone Broth Sauce Great Guts Mayo,200mL,12.0,0.0,GEVITY BONE BROTH GREAT GUTS MAYO 200ML
8986576,Brunsick,Sardines Lemon Chilli And Garlic,106g,2.9,0.0,BRUNSWICK LEMON CHILLI GARLIC SARDINES 106G
8986634,Brunswick,Sardines Rosemary And Sea Salt,106g,2.9,0.0,BRUNSWICK ROSEMARY AND SEA SALT SARDINES 106G
8987150,Coles,Five Spice Chinese,41g,2.4,0.0,COLES FIVE SPICE CHINESE 41G
8987230,Coles,Coriander Leaves,6g,2.9,0.0,COLES CORIANDER LEAVES 6 GRAM
8987375,Coles,Mixed Herbs,13g,2.15,0.0,COLES MIXED HERBS 13G
8987386,Coles,Whole Fennel Seeds,36g,3.0,0.0,COLES FENNEL SEEDS WHOLE 36 GRAM
8987477,Coles,Garam Masala,42g,3.2,0.0,COLES GARAM MASALA  42G
8987808,Coles,Cracked Black Peppercorns,48g,3.15,0.0,COLES BLACK PEPPERCORNS CRACKED 48G
8989847,Coles,Moroccan Seasoning,62g,2.4,0.0,COLES MOROCCAN SEASONING 62G
