prodid,brand,name,size,current_price,full_price,raw_description
1142180,Sirena,Tuna Chilli,425g,7.5,0.0,SIRENA TUNA CHILLI 425G
1142190,Sirena,Tuna Lite Oil Italian Style,425g,7.5,0.0,SIRENA TUNA LITE OIL ITALIAN STYLE 425G
1143921,Nestle,Milo Breakfast Cereal Mackenzie Arnold,340g,7.0,0.0,NESTLE MILO BREAKFAST CEREAL MACKENZIE ARNOLD 340G
1145483,Street Market,Tortilla Meal Kit Bbq,255g,6.5,0.0,STREET MARKET TORTILLA MEAL KIT BBQ 255G
1145494,Old El Paso,18 Taco Family Kit,495g,12.0,0.0,OLD EL PASO 18 TACO FAMILY KIT 495G
1145508,Street Market,Soft Taco Kit Al Pastor,257g,6.5,0.0,STREET MARKET SOFT TACO KIT AL PASTOR 257G
1153947,John West,Salmon Naturally Smoked Multipack 3x95g,3 Pack,7.5,0.0,JOHN WEST SALMON NATURALLY SMOKED MULTIPACK 3PACK X 95G
1153958,John West,Olive Oil Blend Salmon Multipack 3 Pack,95g,7.5,0.0,JOHN WEST OLIVE OIL BLEND SALMON MULTIPACK 3PACK X 95G
1153969,John West,Springwater Salmon Multipack 3x95g,3 Pack,7.5,0.0,JOHN WEST SPRINGWATER SALMON MULTIPACK 3PACK X 95G
1153970,John West,Yellowfin Tuna Italian Style Oil,90g,2.9,0.0,JOHN WEST YELLOWFIN TUNA ITALIAN STYLE OIL 90G
1153991,John West,Yellowfin Tuna Springwater,90g,2.9,0.0,JOHN WEST YELLOWFIN TUNA SPRINGWATER 90G
1154000,John West,Yellowfin Tuna Chilli In Oil,90g,2.9,0.0,JOHN WEST YELLOWFIN TUNA CHILLI IN OIL 90G
1154010,John West,Tuna With Lemon & Cracked Pepper Value Pack 12x95g,12 Pack,18.0,0.0,JOHN WEST TUNA WITH LEMON & CRACKED PEPPER VALUE PACK 12PACK X 95G
1155170,Maggi,Stir Fry Honey Soy Garlic Flavour,150g,3.5,0.0,MAGGI STIR FRY HONEY SOY GARLIC FLAVOUR 150GRAM
1155181,Maggi,Stir Fry Asian Style Teriyaki Sesame Flavour,150g,3.5,0.0,MAGGI STIR FRY ASIAN STYLE TERIYAKI SESAME FLAVOUR 150GRAM
1156071,Messy Monkeys,Puffs Chicken Corn Share Bag,80g,4.0,0.0,MESSY MONKEYS PUFFS 80G:CHICKEN CORN PUFFS SHARE BAG 80 GRAM
1156082,Messy Monkeys,Sour Cream Corn Puffs Share Bag,80g,4.0,0.0,MESSY MONKEYS PUFFS 80G:SOUR CREAM CORN PUFFS SHARE BAG: 80 GRAM
1156592,Kellogg's,High Protein Granola Forest Berries,450g,9.0,0.0,KELLOGG'S HIGH PROTEIN GRANOLA FOREST BERRIES 450G
1156606,Kellogg's,High Protein Granola Apple Crumble,450g,9.0,0.0,KELLOGG'S HIGH PROTEIN GRANOLA APPLE CRUMBLE 450G
1156617,Kellogg's,High Protein Granola Honey Nut,450g,9.0,0.0,KELLOGG'S HIGH PROTEIN GRANOLA HONEY NUT 450G
115909,Bonox,Concentrated Beef Stock,230g,5.2,0.0,BONOX CONCENTRATED BEEF STOCK 230G
115953,Cadbury,Baking Bournville Cocoa Powder,250g,7.3,0.0,CADBURY COCOA BOURNVILLE 250G
116220,Nescafe,Blend 43 Instant Coffee,50g,8.5,0.0,NESCAFE BLEND 43 INSTANT COFFEE 50G
116322,Nescafe,Blend 43 Instant Coffee,150g,14.5,0.0,NESCAFE BLEND 43 INSTANT COFFEE 150G
1163565,Heinz,Classic Hearty Vegetable Soup Can,535g,,,HEINZ CLASSIC SOUP:HEARTY VEGETABLE:.:535GRAM
116402,Nescafe,Blend 43 Instant Coffee,250g,15.0,20.8,NESCAFE BLEND 43 COFFEE GRANULES 250GR
