prodid,brand,name,size,current_price,full_price,raw_description
3339301,Pattu,Chilli Whole Stemless,100g,2.95,0.0,PATTU CHILLI WHOLE STEMLESS 100G
3339367,Pattu,Fenugreek Seeds,100g,1.7,0.0,PATTU FENUGREEK SEEDS 100G
3339378,Pattu,Ajwain Seeds,100g,2.75,0.0,PATTU AJWAIN SEEDS 100G
3339389,Pattu,Blue Peas Whole,1kg,4.5,0.0,PATTU BLUE PEAS WHOLE 1KG
3339390,Daawat,Everyday Gold Basmati Rice,5kg,12.5,14.85,DAAWAT EVERYDAY GOLD BASMATI RICE 5KG
3339447,GRB,Ghee Bombay Halwa,200g,3.75,0.0,GRB BOMBAY HALWA 200G
3340480,Fehlbergs,Sandwich Stackers,500g,4.0,0.0,FEHLBERGS SANDWICH STACKERS 500G
3345734,Coles,Mayonnaise With Dill Pickle,360g,3.2,0.0,COLES MAYONNAISE WITH DILL PICKLE 360G
3348051,Three Threes,Whole Baby Beetroot,415g,3.85,0.0,THREE THREES WHOLE BABY BEETROOT 415G
3354509,Nescafe,Dolce Gusto Americano Coffee Capsules 16 pack,128g,12.0,0.0,NESCAFE DOLCE GUSTO AMERICANO COFFEE PODS CAPSULES 16PACK
3365629,Coles,Garland Figs 12x375g,375g,5.0,0.0,COLES GARLAND FIGS 12X375G
3380305,Coles Organic,Wholemeal Spaghetti,500g,1.95,0.0,COLES ORGANIC WHOLEMEAL SPAGHETTI :500 GRAM
3380316,Coles Organic,Wholemeal Spirals,500g,1.95,0.0,COLES ORGANIC WHOLEMEAL SPIRALS.:500 GRAM
3380382,Cucina Matese,Egg Pappardelle Classica Italian Pasta No.123,250g,3.15,0.0,CUCINA MATESE ITALIAN PASTA EGG PAPPARDELLE NO.123 :250 GRAM
3380430,Cucina Matese,Orecchiette No.119 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA ORECCHIETTE NO.119
3380440,Cucina Matese,Farfalle Rigate No.121 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA FARFALLE RIGATE NO.121
3380451,Cucina Matese,Penne Rigate No.118 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA PENNE RIGATE NO.118
3380462,Cucina Matese,Rigatoni No.117 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA RIGATONI NO.117
3380473,Cucina Matese,Conchiglie Rigate Italian Pasta No 116,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA CONCHIGLIE RIGATE NO.116
3380484,Cucina Matese,Spaghetti No.113 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN SPAGHETTI NO.113
3380495,Cucina Matese,Fusilli No.114 Italian Pasta,500g,2.8,0.0,CUCINA MATESE ITALIAN PASTA FUSILLI NO.114
3398162,Stagg Chili,Classic Pork Chilli With Beans,425g,5.0,0.0,STAGG MEAL PORK CLASSIC 425 GRAM
3398173,Stagg Chili,Dynamite Hot Chili With Beans,425g,5.0,0.0,STAGG MEAL PORK DYNAMITE 425 GRAM
3398650,Musashi,Protein Wafer Bar Chocolate,40g,4.5,0.0,MUSASHI PROTEIN WAFER BAR CHOCOLATE 40G
3398672,Musashi,Protein Wafer Bar Vanilla,40g,4.5,0.0,MUSASHI PROTEIN WAFER BAR VANILLA 40G
3398796,Musashi,Deluxe Protein Bar Peanut Crunch,60g,4.9,0.0,MUSASHI DELUXE PROTEIN BAR PEANUT CRUNCH 60G
3401493,Coles Simply,Refined Olive Oil,1L,11.0,0.0,COLES SIMPLY REFINED OLIVE OIL 1L
340246,International Roast,Instant Coffee,500g,15.5,0.0,INTERNATIONAL ROAST COFFEE POWDER 500G
3402500,Coles,Pink Himalayan Fine Salt,750g,4.5,0.0,COLES PINK HIMALAYAN FINE SALT 750G
3403331,Walters,Original Nougat Biscuit,150g,6.0,0.0,WALTERS NOUGAT BISCUIT ORIGINAL
340472,Coles,Creamed Corn,420g,1.5,0.0,COLES CORN CREAMED 420G
3405144,Well & Good,Traditional Cheddar Flavour Vegan Cheesy Mac,110g,4.5,0.0,WELL & GOOD VEGAN CHEESY MAC ORIGINAL CHEDDAR 110G
3405257,Slendier,Gluten Free Edamame Bean Organic Spaghetti,200g,5.3,0.0,SLENDIER EDAMAME BEAN ORGANIC SPAGHETTI:.:200Gx5
3405803,Wellness Road,Organic Buckwheat Kernels,500g,5.0,0.0,WELLNESS ROAD ORGANIC BUCKWHEAT KERNELS:.:500G
3405825,Wellness Road,Organic Flaxseed Oil,200mL,10.0,0.0,WELLNESS ROAD ORGANIC FLAXSEED OIL:.:200ML
3405847,Wellness Road,Textured Vegetable Protein,400g,6.5,0.0,WELLNESS ROAD TEXTURED VEGETABLE PROTEIN:.:400G
3406114,Coles,Wellness Road Organic Coconut Flakes,200g,3.5,0.0,COLES WELLNESS ROAD ORGANIC COCONUT FLAKES 200G
3410268,Coles,Vegan Special Burger Sauce,365mL,3.2,0.0,COLES VEGAN SPECIAL BURGER SAUCE:.:365ML
3410326,Coles I'm Free From,Gluten Free Chicken Brown Rice Noodle,210g,5.0,0.0,COLES GLUTEN FREE:BROWN RICE CHICKEN NOODLE VALUE PACK:210G
3433150,Red Tractor,Protein Instant Oats Original,750g,8.0,0.0,RED TRACTOR PROTEIN INSTANT OATS ORIGINAL 750G
3433503,Gravox,Roast Pork Pack Liquid Gravy Pouch,250g,4.5,0.0,GRAVOX ROAST PORK PACK LIQUID GRAVY POUCH 250G
343470,Sunrice,Australian Medium Grain White Rice,2kg,8.6,0.0,SUNRICE AUSTRALIAN MEDIUM GRAIN WHITE RICE:2 KG
3434889,Local,Legends Biltong Chilli Beef,45g,4.3,5.2,LOCAL LEGENDS BILTONG CHILLI BEEF 45G
3434903,Local Legends,Original Beef Jerky,55g,4.3,5.2,LOCAL LEGENDS ORIGINAL BEEF JERKY 55G
344076,Melitta,Filter Coffee Blue Mountain Style,250g,8.0,0.0,MELITTA FILTER COFFEE:BLUE MOUNTAIN STYLE:.:250 GRAM
344575,Twinings,Earl Grey Loose Leaf Tea,125g,7.5,0.0,TWININGS EARL GREY LOOSE LEAF TEA 125 GRAM
344597,Twinings,English Breakfast Leaf Tea,125g,7.5,0.0,TWININGS ENGLISH BREAKFST LOOSE LEAF TEA 125 GRAM
3447643,Vegemite,Gluten Free Spread,235g,5.7,0.0,VEGEMITE GLUTEN FREE
