prodid,aisle,category,subcategory,aisle_id,category_id,subcategory_id
4238285,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
4238285,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
3977432,Prepackaged Seafood,Deli Seafood,Deli,648146295,8892733,8892715
3977432,Fish Fillets,Frozen Fish & Seafood,Frozen,85632,85612,85471
3977432,Seafood Frozen,Frozen Fish & Seafood,Frozen,85633,85612,85471
3089394,Brie & Soft Cheese,Cheese,"Dairy, Eggs & Fridge",8882203,8882200,1300
3089394,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
3055086,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
3055086,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
2819436,Gluten Free,Free From,Dietary & World Foods,675024732,674114623,674112512
2819436,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2819436,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
6481444,Prepacked Olives & Antipasto,Entertaining,Deli,641099933,641076560,8892715
9065548,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
9065548,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
8145856,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
8145856,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
3066934,Prepacked Olives & Antipasto,Entertaining,Deli,641099933,641076560,8892715
2814013,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2814013,Packaged Salami & Kabana,Packaged Deli Meats,"Dairy, Eggs & Fridge",795554,79555,1300
2814013,Salami & Kabana Packaged,Deli Packaged Meat,Deli,8901804,8901800,8892715
1051947,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
1051947,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
2814057,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2814057,Meat Packaged,Deli Packaged Meat,Deli,8901801,8901800,8892715
6483585,Prepacked Olives & Antipasto,Entertaining,Deli,641099933,641076560,8892715
1015411,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
1015411,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
2822259,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2822259,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
3576271,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
3576271,Packaged Salami & Kabana,Packaged Deli Meats,"Dairy, Eggs & Fridge",795554,79555,1300
3576271,Salami & Kabana Packaged,Deli Packaged Meat,Deli,8901804,8901800,8892715
1051856,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
1051856,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
